Date,Country,Total confirmed cases,Total confirmed new cases,Total deaths,Total new deaths,Transmission classification,Days since last reported case
07-03-2020,Liechtenstein,1,0.0,0.0,0.0,Imported cases only,1.0
07-03-2020,Lithuania,1,0.0,0.0,0.0,Imported cases only,8.0
07-03-2020,Monaco,1,0.0,0.0,0.0,Under investigation,6.0
07-03-2020,Serbia,1,0.0,0.0,0.0,Under investigation,1.0
07-03-2020,Slovakia,1,1.0,0.0,0.0,Local transmission,0.0
07-03-2020,Ukraine,1,0.0,0.0,0.0,Imported cases only,3.0
07-03-2020,Gibraltar,1,0.0,0.0,0.0,Under investigation,3.0
07-03-2020,Thailand,48,1.0,1.0,0.0,Local transmission,0.0
07-03-2020,India,31,1.0,0.0,0.0,Local transmission,0.0
07-03-2020,Indonesia,2,0.0,0.0,0.0,Local transmission,5.0
07-03-2020,Bhutan,1,0.0,0.0,0.0,Imported cases only,1.0
07-03-2020,Nepal,1,0.0,0.0,0.0,Imported cases only,43.0
07-03-2020,Sri Lanka,1,0.0,0.0,0.0,Imported cases only,40.0
07-03-2020,Iran (IslamicRepublic of),4747,1234.0,124.0,17.0,Local transmission,0.0
07-03-2020,Kuwait,58,0.0,0.0,0.0,Imported cases only,2.0
07-03-2020,Bahrain,49,0.0,0.0,0.0,Imported cases only,4.0
07-03-2020,United ArabEmirates,45,18.0,0.0,0.0,Local transmission,0.0
07-03-2020,Iraq,44,8.0,4.0,2.0,Imported cases only,0.0
07-03-2020,Lebanon,22,6.0,0.0,0.0,Local transmission,0.0
07-03-2020,Oman,16,0.0,0.0,0.0,Imported cases only,1.0
07-03-2020,Qatar,11,3.0,0.0,0.0,Imported cases only,0.0
07-03-2020,Saudi Arabia,8,0.0,0.0,0.0,Imported cases only,1.0
07-03-2020,Pakistan,5,0.0,0.0,0.0,Imported cases only,4.0
07-03-2020,Egypt,3,0.0,0.0,0.0,Imported cases only,1.0
07-03-2020,Morocco,2,0.0,0.0,0.0,Imported cases only,2.0
07-03-2020,Afghanistan,1,0.0,0.0,0.0,Imported cases only,12.0
07-03-2020,Jordan,1,0.0,0.0,0.0,Imported cases only,4.0
07-03-2020,Tunisia,1,0.0,0.0,0.0,Imported cases only,4.0
07-03-2020,OccupiedPalestinian Territory,16,9.0,0.0,0.0,Local transmission,0.0
07-03-2020,United States ofAmerica,213,65.0,11.0,1.0,Local transmission,0.0
07-03-2020,Canada,51,6.0,0.0,0.0,Local transmission,0.0
07-03-2020,Ecuador,14,1.0,0.0,0.0,Local transmission,0.0
07-03-2020,Brazil,13,6.0,0.0,0.0,Local transmission,0.0
07-03-2020,Chile,5,4.0,0.0,0.0,Imported cases only,0.0
07-03-2020,Mexico,5,0.0,0.0,0.0,Imported cases only,5.0
07-03-2020,Argentina,2,1.0,0.0,0.0,Imported cases only,0.0
07-03-2020,Colombia,1,1.0,0.0,0.0,Imported cases only,0.0
07-03-2020,Dominican Republic,1,0.0,0.0,0.0,Imported cases only,5.0
07-03-2020,Peru,1,1.0,0.0,0.0,Imported cases only,0.0
07-03-2020,Saint Martin,2,0.0,0.0,0.0,Under investigation,4.0
07-03-2020,Saint Barthelemy,1,0.0,0.0,0.0,Under investigation,4.0
