Date,Country,Total confirmed cases,Total confirmed new cases,Total deaths,Total new deaths,Transmission classification,Days since last reported case
09-03-2020,Peru,6,0.0,0.0,0.0,Local transmission,2.0
09-03-2020,Colombia,1,0.0,0.0,0.0,Imported cases only,2.0
09-03-2020,Dominican Republic,1,0.0,0.0,0.0,Imported cases only,7.0
09-03-2020,Paraguay,1,1.0,0.0,0.0,Imported cases only,0.0
09-03-2020,French Guiana,5,0.0,0.0,0.0,Imported cases only,1.0
09-03-2020,Martinique,2,0.0,0.0,0.0,Imported cases only,1.0
09-03-2020,Saint Martin,2,0.0,0.0,0.0,Under investigation,6.0
09-03-2020,Saint Barthelemy,1,0.0,0.0,0.0,Under investigation,6.0
09-03-2020,Algeria,20,3.0,0.0,0.0,Local transmission,0.0
09-03-2020,Senegal,4,0.0,0.0,0.0,Imported cases only,4.0
09-03-2020,South Africa,3,1.0,0.0,0.0,Imported cases only,0.0
09-03-2020,Cameroon,2,0.0,0.0,0.0,Local transmission,2.0
09-03-2020,Nigeria,2,1.0,0.0,0.0,Imported cases only,0.0
09-03-2020,Togo,1,0.0,0.0,0.0,Imported cases only,2.0
09-03-2020,conveyance,696,0.0,7.0,0.0,Local transmission,1.0
